mode,load,0_densenet121-8,1_squeezenet1_1-4,2_vgg19-16
mps-uncap,0.8,7.044792175292969,1.0027885437011719,10.750293731689453
mps-uncap,0.9,7.033109664916992,0.9918212890625,10.797262191772461
mps-uncap,1.0,7.571935653686523,1.02996826171875,10.814428329467773
mps-uncap,0.5,6.980657577514648,1.020193099975586,10.689973831176758
mps-uncap,0.6,6.829023361206055,0.9965896606445312,10.685443878173828
mps-uncap,0.7,6.929636001586914,0.9968280792236328,10.6964111328125
mps-uncap,0.1,7.301568984985352,1.0519027709960938,10.698556900024414
mps-uncap,0.2,6.906986236572266,0.9953975677490234,10.64610481262207
mps-uncap,0.3,7.248401641845703,1.0056495666503906,10.673284530639648
mps-uncap,0.4,6.969928741455078,1.0039806365966797,10.681390762329102
