mode,load,0_densenet121-8,1_squeezenet1_1-4,2_vgg19-16
mps-uncap,0.8,127.11122035980227,33.48700761795006,94.63077545165997
mps-uncap,0.9,326.22859001159674,92.51500129699707,237.00928688049308
mps-uncap,1.0,1409.4422531127927,354.9225330352781,640.6890678405762
mps-uncap,0.5,30.379421710968018,9.133436679840072,34.65315103530882
mps-uncap,0.6,38.89780998229981,13.868541717529295,40.84604263305664
mps-uncap,0.7,89.30039405822747,16.415941715240535,57.5146770477295
mps-uncap,0.1,12.175500392913877,2.450172901153558,9.500713348388683
mps-uncap,0.2,16.62778139114379,3.254532814025882,13.282043933868414
mps-uncap,0.3,20.898303985595696,5.714368820190426,16.815843582153256
mps-uncap,0.4,24.705672264099118,8.88576030731203,22.40247249603272
