mode,load,0_resnet101-16,1_resnet34-8,2_squeezenet1_1-32
mps-uncap,0.8,9.992122650146484,2.5103092193603516,3.498554229736328
mps-uncap,0.9,10.144233703613281,2.5305747985839844,3.5011768341064453
mps-uncap,1.0,10.177135467529297,2.5565624237060547,3.5109519958496094
mps-uncap,0.5,10.04934310913086,2.5284290313720703,3.482818603515625
mps-uncap,0.6,10.00356674194336,2.5360584259033203,3.4847259521484375
mps-uncap,0.7,9.98234748840332,2.511262893676758,3.4971237182617188
mps-uncap,0.1,10.097980499267578,2.511739730834961,3.4875869750976562
mps-uncap,0.2,10.063409805297852,2.50244140625,3.4842491149902344
mps-uncap,0.3,10.05244255065918,2.5386810302734375,3.487110137939453
mps-uncap,0.4,10.009288787841797,2.508878707885742,3.496408462524414
