mode,load,0_resnet101-16,1_resnet34-8,2_squeezenet1_1-32
mps-uncap,0.8,568.7866492257325,656.4100025130437,3935.3503130674703
mps-uncap,0.9,659.6813523516441,738.0605076259155,4477.477741385438
mps-uncap,1.0,720.3983840916549,823.6250918897788,4976.2096948442095
mps-uncap,0.5,361.7647292955248,419.6812330701065,2434.3179264458327
mps-uncap,0.6,437.9836595757963,492.56439303352573,2966.703193770942
mps-uncap,0.7,491.05487740467134,562.9044070575484,3504.6966285143512
mps-uncap,0.1,72.92165718742505,84.25013083319674,518.5269450314763
mps-uncap,0.2,139.48399136749538,167.88184215131724,965.8699998979682
mps-uncap,0.3,222.54520140759655,252.56761381147845,1454.221181376211
mps-uncap,0.4,277.92831323627,319.54408962512383,1979.2712014153644
