mode,load,0_resnet101-16,1_resnet34-8,2_squeezenet1_1-32
mps-uncap,0.8,110.74780464172355,39.7729158401489,56.39947891235356
mps-uncap,0.9,176.11744403839097,49.627561569213846,67.7361226081848
mps-uncap,1.0,512.8113985061647,188.26975822448705,315.00282287597656
mps-uncap,0.5,23.896365165710435,12.047111988067627,10.278735160827654
mps-uncap,0.6,34.36279296875008,14.032158851623524,13.092935085296636
mps-uncap,0.7,49.89581108093259,21.832942962646506,20.94982624053954
mps-uncap,0.1,10.452451705932608,4.661264419555663,3.278179168701172
mps-uncap,0.2,11.313505172729485,4.890990257263191,4.63428497314453
mps-uncap,0.3,19.72447633743286,7.281851768493656,5.380563735961908
mps-uncap,0.4,22.85477638244631,8.367023468017578,8.176136016845705
