mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,66.75496101379395,281.90894126892096,52.228546142578125
mps-uncap,0.9,3674.7480630874634,1084.4906806945803,215.69633483886722
mps-uncap,1.0,6919.180107116699,5048.4572649002075,4932.962417602539
mps-uncap,0.5,9.238839149475098,50.156283378601074,15.089988708496094
mps-uncap,0.6,11.405158042907718,65.04368782043457,19.974231719970703
mps-uncap,0.7,20.354080200195312,103.32345962524414,29.379844665527344
mps-uncap,0.1,6.859016418457034,36.66787147521973,10.639286041259766
mps-uncap,0.2,6.741118431091309,32.33027458190918,11.44752502441406
mps-uncap,0.3,7.018303871154785,34.2130184173584,13.474273681640625
mps-uncap,0.4,8.115267753601074,42.5105094909668,13.775396347045902
