mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,158.4603786468506,729.8469543457031,113.9223575592041
mps-uncap,0.9,4025.9361267089844,1495.8996772766113,436.0952377319336
mps-uncap,1.0,7481.557369232178,5595.081567764282,5306.419849395752
mps-uncap,0.5,37.52613067626953,110.3050708770752,60.094356536865234
mps-uncap,0.6,36.637067794799805,156.4936637878418,59.66019630432129
mps-uncap,0.7,68.33267211914062,229.86483573913574,109.36927795410156
mps-uncap,0.1,15.259027481079102,80.64126968383789,24.99556541442871
mps-uncap,0.2,20.430803298950195,64.38159942626953,22.071361541748047
mps-uncap,0.3,16.226768493652344,74.37896728515625,32.312631607055664
mps-uncap,0.4,23.160934448242188,76.08199119567871,30.59101104736328
