mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,5.502080917358398,41.51568412780762,13.098669052124023
mps-uncap,0.9,5.399584770202637,44.194602966308594,14.47291374206543
mps-uncap,1.0,5.311107635498047,44.005560874938965,14.919519424438477
mps-uncap,0.5,5.034685134887695,33.044171333312995,10.20956039428711
mps-uncap,0.6,4.91478443145752,37.57071495056153,11.668682098388672
mps-uncap,0.7,5.375146865844727,38.53487968444824,12.527942657470703
mps-uncap,0.1,5.796051025390625,32.636260986328125,8.690619468688965
mps-uncap,0.2,5.360960960388184,29.880475997924805,8.607959747314453
mps-uncap,0.3,5.263876914978027,29.0898323059082,9.019899368286133
mps-uncap,0.4,5.156540870666504,31.019306182861328,9.4757080078125
