mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,4.076719284057617,37.782907485961914,9.844303131103516
mps-uncap,0.9,4.158496856689453,42.86360740661621,11.086702346801758
mps-uncap,1.0,4.038572311401367,42.71972179412842,11.485576629638672
mps-uncap,0.5,3.077864646911621,26.194095611572266,6.880998611450195
mps-uncap,0.6,3.258943557739258,29.61432933807373,7.089853286743164
mps-uncap,0.7,3.670215606689453,32.95397758483887,8.249759674072266
mps-uncap,0.1,4.756689071655273,29.474735260009766,8.013367652893066
mps-uncap,0.2,2.9643774032592773,23.720264434814453,7.843255996704102
mps-uncap,0.3,2.890944480895996,22.9494571685791,7.740020751953125
mps-uncap,0.4,2.9767751693725586,24.48582649230957,7.413148880004883
