mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,16.529560089111328,51.96571350097656,25.444746017456055
mps-uncap,0.9,15.636682510375977,53.66802215576172,22.031068801879883
mps-uncap,1.0,16.722917556762695,52.915096282958984,21.818876266479492
mps-uncap,0.5,12.354135513305664,45.038461685180664,20.153522491455078
mps-uncap,0.6,11.751174926757812,43.794870376586914,19.081592559814453
mps-uncap,0.7,13.577938079833984,44.56973075866699,19.457101821899414
mps-uncap,0.1,11.161088943481445,42.62590408325195,18.909692764282227
mps-uncap,0.2,10.40339469909668,33.60915184020996,15.494346618652344
mps-uncap,0.3,10.538101196289062,35.33005714416504,16.514301300048828
mps-uncap,0.4,12.061595916748047,42.5107479095459,16.875743865966797
