mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,16.19124412536621,42.08540916442871,8.426666259765625
mps-uncap,0.9,2354.878067970276,755.8083534240723,75.66142082214355
mps-uncap,1.0,3712.2554779052734,2958.0812454223633,2884.6352100372314
mps-uncap,0.5,0.027179718017578125,0.027894973754882812,0.0247955322265625
mps-uncap,0.6,1.0536909103393555,0.028848648071289062,0.02384185791015625
mps-uncap,0.7,3.5393238067626953,8.411407470703125,2.254486083984375
mps-uncap,0.1,0.028133392333984375,0.04220008850097656,0.04076957702636719
mps-uncap,0.2,0.027060508728027344,0.042438507080078125,0.029325485229492188
mps-uncap,0.3,0.026702880859375,0.04100799560546875,0.0286102294921875
mps-uncap,0.4,0.027418136596679688,0.030755996704101562,0.026941299438476562
