mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,7.344255447387697,42.99966335296631,15.458283424377443
mps-uncap,0.9,7.1140289306640625,45.01687049865723,16.02029800415039
mps-uncap,1.0,6.865563392639161,45.00542640686035,16.527891159057614
mps-uncap,0.5,7.51650333404541,38.491389751434326,14.169454574584972
mps-uncap,0.6,7.166273593902601,41.624321937561035,15.156488418579102
mps-uncap,0.7,7.681083679199216,41.11475944519043,15.85643291473389
mps-uncap,0.1,8.567090034484863,39.668173789978034,14.86153602600097
mps-uncap,0.2,7.785367965698246,31.163129806518548,13.100714683532718
mps-uncap,0.3,7.784762382507324,31.307110786437992,12.669916152954102
mps-uncap,0.4,7.794640064239499,35.91435432434085,13.413124084472658
