mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,0.008821487426757812,0.01239776611328125,0.009298324584960938
mps-uncap,0.9,0.011444091796875,0.012159347534179688,0.011444091796875
mps-uncap,1.0,0.011444091796875,0.01239776611328125,0.0152587890625
mps-uncap,0.5,0.008821487426757812,0.011682510375976562,0.010728836059570312
mps-uncap,0.6,0.009298324584960938,0.011920928955078125,0.010728836059570312
mps-uncap,0.7,0.009059906005859375,0.011444091796875,0.009298324584960938
mps-uncap,0.1,0.012159347534179688,0.012874603271484375,0.014543533325195312
mps-uncap,0.2,0.010967254638671875,0.013113021850585938,0.013589859008789062
mps-uncap,0.3,0.010967254638671875,0.009775161743164062,0.011205673217773438
mps-uncap,0.4,0.01049041748046875,0.012159347534179688,0.0095367431640625
