mode,load,0_alexnet-32,1_densenet161-16,2_resnet34-16
mps-uncap,0.8,154.8290252685547,691.7660236358643,101.95302963256836
mps-uncap,0.9,4023.0507850646973,1452.629804611206,422.6381778717041
mps-uncap,1.0,7474.519968032837,5551.023721694946,5296.183347702026
mps-uncap,0.5,34.520864486694336,85.89029312133789,55.29046058654785
mps-uncap,0.6,32.16242790222168,122.33400344848633,47.97506332397461
mps-uncap,0.7,65.31071662902832,196.28047943115234,96.97747230529785
mps-uncap,0.1,10.048151016235352,45.171499252319336,12.875080108642578
mps-uncap,0.2,15.962362289428711,43.311357498168945,15.240669250488281
mps-uncap,0.3,11.340618133544922,47.48868942260742,25.324344635009766
mps-uncap,0.4,20.025968551635742,47.90854454040527,21.518707275390625
