mode,load,0_densenet121-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-8
mps-uncap,1.0,1008.9880961216468,3026.652828485865,1904.5464667166773,1019.0687448867241
