mode,load,0_densenet121-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-8
mps-uncap,1.0,32.658357620239265,14.088573455810547,13.479995727539066,13.336048126220703
