mode,load,0_densenet121-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_mobilenet_v3_small-8
mps-uncap,1.0,32.6583194732666,14.088573455810547,13.479757308959964,13.335809707641602
