mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,21.164536476135254,4.364490509033203,3.195524215698242
mps-uncap,0.9,24.906158447265625,4.9430131912231445,3.539562225341797
mps-uncap,1.0,28.641581535339355,5.825042724609375,3.7910938262939453
mps-uncap,0.5,17.447590827941895,5.498409271240234,2.781391143798828
mps-uncap,0.6,17.831921577453613,4.934072494506836,2.839803695678711
mps-uncap,0.7,19.49000358581543,4.39000129699707,2.936840057373047
mps-uncap,0.1,24.87015724182129,6.236553192138672,2.5866031646728516
mps-uncap,0.2,18.845558166503906,6.352901458740234,2.572298049926758
mps-uncap,0.3,18.250226974487305,6.186962127685547,2.5806427001953125
mps-uncap,0.4,17.739057540893555,5.9070587158203125,2.6885271072387695
