mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,27.61673927307129,6.353807449340821,4.23579216003418
mps-uncap,0.9,28.877615928649902,6.729269027709961,4.389524459838867
mps-uncap,1.0,29.764771461486816,7.376456260681152,4.59902286529541
mps-uncap,0.5,22.599172592163086,6.238126754760742,3.8046360015869145
mps-uncap,0.6,23.90611171722412,6.318950653076172,3.897762298583985
mps-uncap,0.7,27.345800399780273,5.987644195556641,4.057621955871582
mps-uncap,0.1,25.483131408691406,6.705617904663086,2.96633243560791
mps-uncap,0.2,25.728321075439453,6.922245025634766,3.2220840454101567
mps-uncap,0.3,25.257015228271484,6.807756423950196,3.38430404663086
mps-uncap,0.4,21.557664871215824,6.681394577026367,3.629302978515625
