mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,144.9568271636963,55.15313148498535,42.318105697631836
mps-uncap,0.9,221.19426727294922,81.28666877746582,73.70686531066895
mps-uncap,1.0,908.1792831420898,456.8006992340088,580.1413059234619
mps-uncap,0.5,70.5113410949707,25.32792091369629,16.84403419494629
mps-uncap,0.6,76.96390151977539,31.73995018005371,26.357173919677734
mps-uncap,0.7,126.82652473449707,33.70475769042969,39.77465629577637
mps-uncap,0.1,42.96398162841797,14.762639999389648,7.076025009155273
mps-uncap,0.2,60.77313423156738,19.671201705932617,10.857105255126953
mps-uncap,0.3,57.2206974029541,27.208805084228516,11.036396026611328
mps-uncap,0.4,51.854848861694336,31.015396118164062,17.949819564819336
