mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,27.370333671569824,5.95855712890625,4.922151565551758
mps-uncap,0.9,41.405320167541504,7.777214050292969,7.360935211181641
mps-uncap,1.0,97.1519947052002,46.11837863922119,64.76414203643799
mps-uncap,0.5,18.993258476257324,5.977153778076172,3.1377077102661133
mps-uncap,0.6,19.76191997528076,6.06226921081543,3.4314393997192383
mps-uncap,0.7,24.224281311035156,5.698442459106445,4.108786582946777
mps-uncap,0.1,25.06709098815918,6.345272064208984,2.65347957611084
mps-uncap,0.2,20.040273666381836,6.567955017089844,2.6519298553466797
mps-uncap,0.3,18.971681594848633,6.566762924194336,2.752542495727539
mps-uncap,0.4,18.798112869262695,6.362438201904297,2.9081106185913086
