mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,30.416250228881836,8.606433868408203,5.590915679931641
mps-uncap,0.9,32.00650215148926,9.301424026489258,5.551338195800781
mps-uncap,1.0,31.402111053466797,9.1094970703125,5.6018829345703125
mps-uncap,0.5,28.345108032226562,7.9860687255859375,5.259275436401367
mps-uncap,0.6,28.529882431030273,8.109092712402344,5.301713943481445
mps-uncap,0.7,30.83658218383789,7.919073104858398,5.635738372802734
mps-uncap,0.1,27.409076690673828,7.851123809814453,5.200862884521484
mps-uncap,0.2,28.103113174438477,8.820056915283203,5.230903625488281
mps-uncap,0.3,29.657602310180664,10.261774063110352,5.206584930419922
mps-uncap,0.4,28.421878814697266,8.304119110107422,5.588293075561523
