mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,0.012874603271484375,0.010013580322265625,0.008344650268554688
mps-uncap,0.9,0.01239776611328125,0.0095367431640625,0.008344650268554688
mps-uncap,1.0,0.013113021850585938,0.009298324584960938,0.009775161743164062
mps-uncap,0.5,0.012159347534179688,0.009775161743164062,0.009298324584960938
mps-uncap,0.6,0.012159347534179688,0.010251998901367188,0.00762939453125
mps-uncap,0.7,0.01239776611328125,0.009059906005859375,0.008821487426757812
mps-uncap,0.1,0.029802322387695312,0.011920928955078125,0.010967254638671875
mps-uncap,0.2,0.015020370483398438,0.011205673217773438,0.010251998901367188
mps-uncap,0.3,0.012874603271484375,0.011682510375976562,0.009775161743164062
mps-uncap,0.4,0.012874603271484375,0.011444091796875,0.008821487426757812
