mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,4.406571388244629,0.9512901306152344,1.8389225006103516
mps-uncap,0.9,17.876625061035156,3.129720687866211,3.7965774536132812
mps-uncap,1.0,69.10645961761475,39.89732265472412,60.806989669799805
mps-uncap,0.5,0.0514984130859375,0.04601478576660156,0.042438507080078125
mps-uncap,0.6,0.05054473876953125,0.048160552978515625,0.043392181396484375
mps-uncap,0.7,0.05841255187988281,0.08320808410644531,0.7103681564331055
mps-uncap,0.1,0.06389617919921875,0.05245208740234375,0.047206878662109375
mps-uncap,0.2,0.0629425048828125,0.0514984130859375,0.043392181396484375
mps-uncap,0.3,0.06341934204101562,0.05054473876953125,0.04291534423828125
mps-uncap,0.4,0.05793571472167969,0.04982948303222656,0.04363059997558594
