mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,29.090270996093746,7.827301025390624,4.815113544464112
mps-uncap,0.9,30.00547885894775,7.977566719055175,4.922018051147461
mps-uncap,1.0,30.622167587280273,8.210303783416748,5.110793113708494
mps-uncap,0.5,26.524436473846436,7.210197448730468,4.660327434539795
mps-uncap,0.6,27.481203079223636,7.337360382080076,4.660120010375975
mps-uncap,0.7,29.70358371734619,7.1140050888061515,4.721491336822509
mps-uncap,0.1,27.248220443725582,7.206883430480957,4.196629524230956
mps-uncap,0.2,27.454233169555664,7.364177703857422,4.375181198120117
mps-uncap,0.3,27.501783370971665,7.455015182495119,4.447908401489259
mps-uncap,0.4,25.70416927337646,7.329049110412598,4.575605392456055
