mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,11.687517166137695,2.424478530883789,2.440214157104492
mps-uncap,0.9,11.644840240478516,2.4116039276123047,2.4428367614746094
mps-uncap,1.0,12.13383674621582,2.4635791778564453,2.470731735229492
mps-uncap,0.5,11.52801513671875,2.353191375732422,2.4383068084716797
mps-uncap,0.6,11.49606704711914,2.4290084838867188,2.440929412841797
mps-uncap,0.7,11.680841445922852,2.389669418334961,2.440214157104492
mps-uncap,0.1,11.688947677612305,2.518177032470703,2.4406909942626953
mps-uncap,0.2,11.44099235534668,2.490520477294922,2.4423599243164062
mps-uncap,0.3,11.538982391357422,2.4411678314208984,2.4406909942626953
mps-uncap,0.4,11.518239974975586,2.4518966674804688,2.4466514587402344
