mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_vgg13-4
mps-uncap,0.8,11.538267135620117,2.3763179779052734,2.4261474609375
mps-uncap,0.9,11.621475219726562,2.3543834686279297,2.4275779724121094
mps-uncap,1.0,12.097835540771484,2.390146255493164,2.449512481689453
mps-uncap,0.5,11.508703231811523,2.3162364959716797,2.422809600830078
mps-uncap,0.6,11.458396911621094,2.368450164794922,2.427339553833008
mps-uncap,0.7,11.538028717041016,2.3374557495117188,2.424955368041992
mps-uncap,0.1,11.646509170532227,2.4688243865966797,2.4292469024658203
mps-uncap,0.2,11.425971984863281,2.432584762573242,2.4271011352539062
mps-uncap,0.3,11.498689651489258,2.3796558380126953,2.4263858795166016
mps-uncap,0.4,11.501789093017578,2.4101734161376953,2.435445785522461
