mode,load,0_vgg19-4,1_resnet101-2,2_vgg11-2
mps-uncap,1.0,0.029802322387695312,0.000476837158203125,0.007152557373046875
mig,1.0,0.002384185791015625,0.000476837158203125,0.0054836273193359375
