mode,load,0_resnet50-32,1_alexnet-2,2_vgg13-4
mps-uncap,1.0,17.019033432006836,0.7710456848144531,3.914356231689453
mig,1.0,26.100635528564453,1.4178752899169922,9.648799896240234
