mode,load,0_resnet50-32,1_alexnet-2,2_vgg13-4
mps-uncap,1.0,1388.0379376588269,750.6600149649464,592.5604080716936
mig,1.0,1192.5783150060977,1329.9060551882544,403.5947337691371
