mode,load,0_inception_v3-16,1_inception_v3-16
mig,0.1,33.90669822692871,32.6540470123291
mig,0.2,35.733938217163086,41.419267654418945
mig,0.3,39.76297378540039,51.08165740966797
mig,0.4,51.28741264343262,56.47087097167969
mig,0.5,43.663740158081055,68.01676750183105
mig,0.6,73.36235046386719,109.66086387634277
mig,0.7,87.24093437194824,161.01813316345215
mig,0.8,133.0709457397461,296.68617248535156
mig,0.9,176.20205879211426,2251.447916030884
mig,1.0,570.6682205200195,8205.736875534058
