mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,52.59075164794922,26.366949081420906,10.847759246826172
mig,0.6,82.63282775878906,18.457531929016113,5.426001548767091
mps-uncap,0.7,52.49819755554199,27.13518142700196,11.215448379516605
mig,0.7,82.50260353088379,18.419504165649414,5.293583869934082
mps-uncap,0.8,52.599501609802246,30.466508865356445,10.484552383422857
mig,0.8,82.52646923065186,18.459200859069824,5.170607566833496
mps-uncap,0.9,52.76761054992676,30.94768524169922,11.073589324951174
mig,0.9,82.5474500656128,18.41278076171875,5.126476287841797
mps-uncap,1.0,52.7501106262207,31.302762031555172,12.640905380249023
mig,1.0,82.66315460205078,18.393778800964355,5.140066146850586
mps-uncap,1.1,49.39861297607422,32.23991394042969,15.434503555297852
mig,1.1,82.21313953399658,18.094968795776367,5.081415176391602
mps-uncap,1.2,49.51658248901367,32.58705139160156,16.836953163146973
mig,1.2,82.46028423309326,18.18394660949707,5.173921585083008
mps-uncap,1.3,51.848530769348145,31.946134567260746,15.761971473693848
mig,1.3,83.08901786804199,18.60966682434082,5.22303581237793
