mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,271.98290824890137,164.91460800170898,264.0650272369385
mig,0.6,1057.6796531677246,124.22323226928711,48.69556427001953
mps-uncap,0.7,242.6447868347168,217.9088592529297,797.9526519775391
mig,0.7,909.1079235076904,168.37430000305176,51.828622817993164
mps-uncap,0.8,275.1007080078125,346.0357189178467,6732.281923294067
mig,0.8,866.6286468505859,347.91064262390137,82.25297927856445
mps-uncap,0.9,279.6175479888916,747.9190826416016,17294.13080215454
mig,0.9,1197.2286701202393,378.39436531066895,113.08789253234863
mps-uncap,1.0,493.62993240356445,992.9158687591553,29327.834606170654
mig,1.0,2649.5535373687744,972.4717140197754,345.43848037719727
mps-uncap,1.1,439.59999084472656,4090.668201446533,42800.12345314026
mig,1.1,10939.87488746643,8381.574630737305,8400.71415901184
mps-uncap,1.2,738.0070686340332,21098.66428375244,50809.515714645386
mig,1.2,13228.272676467896,15965.726137161255,14674.145221710205
mps-uncap,1.3,655.458927154541,29482.92565345764,51351.5887260437
mig,1.3,18825.18720626831,20843.82963180542,21898.06818962097
