mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,0.015735626220703125,0.013589859008789062,0.0133514404296875
mig,0.6,0.0152587890625,0.011920928955078125,0.011682510375976562
mps-uncap,0.7,0.014543533325195312,0.013828277587890625,0.0133514404296875
mig,0.7,0.0152587890625,0.011920928955078125,0.011682510375976562
mps-uncap,0.8,0.015020370483398438,0.014781951904296875,0.0152587890625
mig,0.8,0.015497207641601562,0.013828277587890625,0.011444091796875
mps-uncap,0.9,0.014781951904296875,0.0133514404296875,0.016450881958007812
mig,0.9,0.01621246337890625,0.013828277587890625,0.011444091796875
mps-uncap,1.0,0.015020370483398438,0.014543533325195312,0.015735626220703125
mig,1.0,0.01811981201171875,0.014066696166992188,0.011444091796875
mps-uncap,1.1,0.01430511474609375,0.0171661376953125,0.0209808349609375
mig,1.1,0.019550323486328125,0.017881393432617188,0.0152587890625
mps-uncap,1.2,0.014781951904296875,0.03457069396972656,0.02193450927734375
mig,1.2,0.015497207641601562,0.01430511474609375,0.013828277587890625
mps-uncap,1.3,0.015497207641601562,0.0362396240234375,0.03218650817871094
mig,1.3,0.01811981201171875,0.018358230590820312,0.014543533325195312
