mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,220.72815895080566,147.935152053833,254.48250770568848
mig,0.6,977.5805473327637,105.13997077941895,43.68782043457031
mps-uncap,0.7,192.3384666442871,188.96055221557617,793.2593822479248
mig,0.7,829.32448387146,151.7035961151123,46.76675796508789
mps-uncap,0.8,224.3964672088623,337.05687522888184,6721.835613250732
mig,0.8,786.7052555084229,331.0837745666504,77.31795310974121
mps-uncap,0.9,228.26147079467773,739.0422821044922,17277.775287628174
mig,0.9,1117.3624992370605,360.02111434936523,108.2301139831543
mps-uncap,1.0,442.6100254058838,974.8296737670898,29314.574241638184
mig,1.0,2567.4045085906982,955.3864002227783,340.24500846862793
mps-uncap,1.1,390.05231857299805,4079.0669918060303,42784.7843170166
mig,1.1,10858.904123306274,8364.526987075806,8395.77603340149
mps-uncap,1.2,690.3016567230225,21068.08590888977,50783.93030166626
mig,1.2,13148.29134941101,15948.639154434204,14669.083833694458
mps-uncap,1.3,605.6621074676514,29461.374521255493,51330.11746406555
mig,1.3,18745.428562164307,20826.98082923889,21892.934560775757
