mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,94.13943290710449,42.828965187072775,65.41829109191899
mig,0.6,347.4118232727052,53.41215133666993,15.964245796203615
mps-uncap,0.7,104.55532073974608,58.495569229125984,398.0443239212038
mig,0.7,426.5704154968262,70.44863700866699,19.8591947555542
mps-uncap,0.8,126.1361837387085,114.6048069000244,6255.8916091918945
mig,0.8,496.4503288269043,113.1135940551758,29.555654525756843
mps-uncap,0.9,131.53529167175296,187.96930313110346,16039.441680908212
mig,0.9,652.9973983764648,183.2219123840332,53.566932678222656
mps-uncap,1.0,170.37549018859866,602.1545410156249,26358.722710609436
mig,1.0,1688.1533145904546,706.4920425415039,174.58093166351318
mps-uncap,1.1,203.23576927185064,3463.474082946778,38468.80369186402
mig,1.1,9657.167196273804,7141.938304901123,7705.092668533325
mps-uncap,1.2,276.5954971313477,19049.371480941772,45340.08319377899
mig,1.2,11869.56238746643,14062.96820640564,13138.415050506594
mps-uncap,1.3,317.7274465560913,25613.288784027103,45774.63178634644
mig,1.3,15789.627337455753,18548.31647872925,19513.824367523193
