mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,53.96419525146485,31.733078956604015,20.011610984802246
mig,0.6,83.82745742797852,19.777252674102783,6.136012077331544
mps-uncap,0.7,53.962554931640625,31.024665832519535,19.98193264007568
mig,0.7,83.5519790649414,19.762802124023438,5.774736404418945
mps-uncap,0.8,53.962769508361816,35.380129814147985,18.154392242431637
mig,0.8,83.80944728851318,19.81595516204834,5.5461931228637695
mps-uncap,0.9,54.00834083557129,35.213444232940674,18.35010051727295
mig,0.9,83.82667779922485,19.909691810607914,5.523204803466797
mps-uncap,1.0,54.010186195373535,35.038278102874756,18.607783317565918
mig,1.0,83.93223762512207,19.795217514038086,5.510640144348145
mps-uncap,1.1,50.997159481048584,36.258392333984375,21.99487686157227
mig,1.1,83.71429443359375,19.688997268676758,5.44896125793457
mps-uncap,1.2,51.32883071899414,36.40316963195801,22.305788993835453
mig,1.2,84.05141830444335,19.73493099212646,5.520410537719727
mps-uncap,1.3,54.16297912597656,35.08777141571045,19.024534225463867
mig,1.3,84.07409191131592,19.74705696105957,5.5822086334228525
