mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,49.781084060668945,9.761810302734375,4.975318908691406
mig,0.6,80.40642738342285,17.06981658935547,5.021810531616211
mps-uncap,0.7,50.31108856201172,9.599447250366211,4.855155944824219
mig,0.7,80.0628662109375,16.945838928222656,5.0258636474609375
mps-uncap,0.8,50.46820640563965,9.550094604492188,4.997730255126953
mig,0.8,80.14404773712158,16.885757446289062,4.937887191772461
mps-uncap,0.9,50.64249038696289,9.6588134765625,5.1403045654296875
mig,0.9,80.28745651245117,16.9525146484375,4.917621612548828
mps-uncap,1.0,50.88067054748535,9.829878807067871,5.448698997497559
mig,1.0,80.70707321166992,17.029404640197754,4.977226257324219
mps-uncap,1.1,48.574090003967285,10.452032089233398,5.776405334472656
mig,1.1,80.64818382263184,17.035484313964844,4.974603652954102
mps-uncap,1.2,48.72536659240723,13.65208625793457,8.359909057617188
mig,1.2,80.61468601226807,17.063140869140625,5.0296783447265625
mps-uncap,1.3,51.06472969055176,22.339344024658203,7.967710494995117
mig,1.3,80.85334300994873,17.0135498046875,5.049467086791992
