mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,177.56978034973145,97.27041006088263,133.07974338531494
mig,0.6,902.2729015350345,93.0227208137512,28.651390075683597
mps-uncap,0.7,170.6372976303098,135.10788917541515,682.3672866821286
mig,0.7,756.2199592590332,126.67303085327138,33.48322391510012
mps-uncap,0.8,201.2794995307922,266.6346859931956,6578.282718658447
mig,0.8,677.5238680839539,259.33902263641363,50.44059991836548
mps-uncap,0.9,209.43000793457034,546.3997912406921,17037.732152938843
mig,0.9,1004.5587348937987,295.6051301956178,84.69901084899905
mps-uncap,1.0,365.02906322479265,879.8521375656129,28857.079389095306
mig,1.0,2434.631292819977,883.4198117256157,314.3179774284364
mps-uncap,1.1,341.8117237091062,3916.1332511901855,42379.70848083496
mig,1.1,10648.845720291136,8244.362044334412,8357.267308235168
mps-uncap,1.2,517.0809364318848,20404.601087570187,49920.575799942024
mig,1.2,13050.827264785767,15780.849766731262,14521.547203063963
mps-uncap,1.3,511.16544008255005,28888.936462402344,50601.1674618721
mig,1.3,18322.70380973816,20506.700172424316,21686.06079101563
