mode,load,0_efficientnet_b6-32,1_inception_v3-16,2_resnet50-2
mps-uncap,0.6,45.207071304321296,25.350832939147963,57.85627365112311
mig,0.6,265.9249782562258,35.8273983001709,10.925483703613285
mps-uncap,0.7,57.06253051757812,41.522836685180685,389.27776813507086
mig,0.7,345.1976776123047,53.02882194519043,14.84529972076416
mps-uncap,0.8,76.0023355484009,98.2986688613891,6249.335527420044
mig,0.8,416.1618947982788,95.77388763427734,24.586486816406257
mps-uncap,0.9,81.14204406738281,170.8996295928955,16028.86419296265
mig,0.9,570.8793878555298,165.7166957855225,48.612356185913086
mps-uncap,1.0,119.57626342773439,587.1603012084961,26353.986859321594
mig,1.0,1607.5449943542485,689.358925819397,169.53933238983154
mps-uncap,1.1,153.8325786590577,3448.5311508178715,38462.4135017395
mig,1.1,9576.492238044739,7124.946880340576,7700.156688690186
mps-uncap,1.2,228.20262908935555,19027.31442451477,45334.945464134216
mig,1.2,11788.724660873413,14044.017124176024,13133.314800262453
mps-uncap,1.3,266.78192615509033,25583.913564682007,45765.45660495759
mig,1.3,15707.913994789127,18530.220174789436,19508.733320236206
