mode,load,0_resnet101-8,1_mobilenet_v2-2,2_resnet152-4
mps-uncap,1.0,9.242057800292969,4.024505615234375,13.40794563293457
mig,1.0,11.735200881958008,3.9505958557128906,15.040397644042969
