mode,load,0_resnet101-8,1_mobilenet_v2-2,2_resnet152-4
mps-uncap,1.0,11.078023910522463,4.553079605102539,15.810537338256836
mig,1.0,13.22331428527832,4.151105880737305,16.322851181030273
