mode,load,0_resnet101-8,1_mobilenet_v2-2,2_resnet152-4
mps-uncap,1.0,23.91338348388672,12.405157089233398,25.700807571411133
mig,1.0,19.757747650146484,12.022972106933594,29.758691787719727
