mode,load,0_resnet101-8,1_mobilenet_v2-2,2_resnet152-4
mps-uncap,1.0,11.72548294067383,5.169014930725098,16.698179244995117
mig,1.0,13.791780471801758,4.395008087158203,16.81145668029785
