mode,load,0_resnet101-8,1_mobilenet_v2-2,2_resnet152-4
mps-uncap,1.0,10.313987731933594,4.166841506958008,14.532327651977539
mig,1.0,12.676000595092773,4.049539566040039,15.847921371459961
