mode,load,0_resnet101-8,1_mobilenet_v2-2,2_resnet152-4
mps-uncap,1.0,9.242057800292969,4.024744033813477,13.408184051513672
mig,1.0,11.735200881958008,3.950834274291992,15.04063606262207
