mode,load,0_resnet101-8,1_mobilenet_v2-2,2_resnet152-4
mps-uncap,1.0,0.000476837158203125,0.0050067901611328125,0.000476837158203125
mig,1.0,0.000476837158203125,0.0057220458984375,0.000476837158203125
