mode,load,0_resnet101-8,1_mobilenet_v2-2,2_resnet152-4
mps-uncap,1.0,11.078262329101564,4.553127288818359,15.810632705688478
mig,1.0,13.22331428527832,4.151344299316406,16.322994232177734
