mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,26.710987091064453,52.55746841430664,58.52055549621582
mig,0.6,44.98124122619629,28.29122543334961,208.71460437774658
mps-uncap,0.7,34.30759906768799,126.00946426391602,59.218406677246094
mig,0.7,57.879090309143066,35.78054904937744,223.17218780517578
mps-uncap,0.8,43.744564056396484,4816.332578659058,62.521934509277344
mig,0.8,67.56162643432617,46.53167724609375,363.8014793395996
mps-uncap,0.9,56.04720115661621,10531.417608261108,64.29040431976318
mig,0.9,123.98481369018555,81.67672157287598,444.9269771575928
mps-uncap,1.0,88.63949775695801,13843.451499938965,64.69929218292236
mig,1.0,303.7228584289551,587.2981548309326,2487.2831106185913
mps-uncap,1.1,163.66612911224365,17966.689586639404,65.07301330566406
mig,1.1,3796.153664588928,3766.4310932159424,2863.7657165527344
mps-uncap,1.2,6744.76432800293,24227.527260780334,80.60216903686523
mig,1.2,7204.9161195755005,6725.187063217163,8979.461193084717
mps-uncap,1.3,7008.229732513428,28136.500239372253,91.73882007598877
mig,1.3,8416.246891021729,8646.021604537964,9045.209169387817
