mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,169.77334022521973,362.6229763031006,193.53532791137695
mig,0.6,261.95430755615234,156.86941146850586,788.8641357421875
mps-uncap,0.7,272.106409072876,711.432695388794,225.77738761901855
mig,0.7,414.9279594421387,209.27786827087402,1026.860237121582
mps-uncap,0.8,316.6322708129883,7167.161226272583,210.9816074371338
mig,0.8,457.2741985321045,282.47761726379395,1578.4049034118652
mps-uncap,0.9,363.04283142089844,23136.067867279053,352.16808319091797
mig,0.9,872.0986843109131,410.6943607330322,1713.8967514038086
mps-uncap,1.0,645.6155776977539,29516.87240600586,387.5713348388672
mig,1.0,1147.099256515503,1424.9026775360107,5511.836290359497
mps-uncap,1.1,889.2817497253418,36087.79454231262,236.15431785583496
mig,1.1,6894.554138183594,7652.4341106414795,6837.783098220825
mps-uncap,1.2,10403.46074104309,47014.09983634949,411.55052185058594
mig,1.2,13934.904098510742,14397.016525268555,16063.718318939209
mps-uncap,1.3,13205.360889434814,54566.163301467896,436.596155166626
mig,1.3,16213.768482208252,18736.759424209595,21225.478887557983
