mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,36.84053421020508,118.45588684082031,39.870262145996094
mig,0.6,73.01893234252935,42.80686378479004,333.58695507049566
mps-uncap,0.7,56.9321870803833,379.4421195983887,43.613910675048864
mig,0.7,111.35401725769047,57.735323905944824,389.2781734466553
mps-uncap,0.8,95.61967849731448,6584.646415710449,54.036283493042006
mig,0.8,140.9931182861328,99.74656105041504,763.1743907928467
mps-uncap,0.9,132.75175094604492,19852.327346801758,66.41757488250732
mig,0.9,285.73107719421387,193.50059032440186,977.1423816680908
mps-uncap,1.0,251.93758010864258,26446.885681152344,78.52928638458266
mig,1.0,784.1558456420898,1116.426134109497,4464.517283439636
mps-uncap,1.1,451.92575454711925,32623.38876724243,61.83435916900637
mig,1.1,6245.944023132324,6246.062850952148,6067.100286483766
mps-uncap,1.2,9678.410649299622,41595.64495086671,115.26131629943848
mig,1.2,12433.600068092346,12558.105897903442,12641.52617454529
mps-uncap,1.3,11324.021339416504,49465.855503082275,123.5278844833374
mig,1.3,14595.928859710695,16462.355995178226,18631.68430328369
