mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,55.28616905212402,74.62024688720703,75.88028907775879
mig,0.6,37.01448440551758,25.91848373413086,139.95027542114258
mps-uncap,0.7,68.36438179016113,77.27169990539551,89.25485610961914
mig,0.7,45.12143135070801,32.47213363647461,137.44258880615234
mps-uncap,0.8,54.412841796875,64.12863731384277,68.70222091674805
mig,0.8,42.39392280578613,30.620574951171875,137.94779777526855
mps-uncap,0.9,52.58464813232422,74.63216781616211,70.69659233093262
mig,0.9,47.21403121948242,30.0140380859375,142.5490379333496
mps-uncap,1.0,59.26823616027832,68.01867485046387,77.84152030944824
mig,1.0,42.9995059967041,30.76958656311035,144.5319652557373
mps-uncap,1.1,54.82792854309082,64.15987014770508,69.77128982543945
mig,1.1,39.59155082702637,27.76312828063965,143.86868476867676
mps-uncap,1.2,55.07540702819824,63.74692916870117,70.5101490020752
mig,1.2,43.52998733520508,29.52885627746582,150.2988338470459
mps-uncap,1.3,54.27289009094238,73.15373420715332,71.20323181152344
mig,1.3,47.25289344787598,29.523134231567383,138.66710662841797
