mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,20.97773551940918,22.050976753234863,56.328535079956055
mig,0.6,33.68949890136719,20.43914794921875,134.05251502990723
mps-uncap,0.7,21.41547203063965,22.611141204833984,58.0596923828125
mig,0.7,32.29343891143799,20.958900451660156,133.93640518188477
mps-uncap,0.8,21.646499633789062,23.73027801513672,59.02886390686035
mig,0.8,32.09662437438965,20.76268196105957,132.61008262634277
mps-uncap,0.9,21.775484085083008,24.77705478668213,60.97400188446045
mig,0.9,32.10008144378662,20.520806312561035,132.57575035095215
mps-uncap,1.0,21.70252799987793,25.430917739868164,60.12165546417236
mig,1.0,32.07969665527344,20.5230712890625,132.81631469726562
mps-uncap,1.1,21.746039390563965,25.682926177978516,60.69648265838623
mig,1.1,32.11104869842529,20.554304122924805,132.8638792037964
mps-uncap,1.2,23.068666458129883,27.657508850097656,60.91117858886719
mig,1.2,32.10091590881348,20.588397979736328,132.94708728790283
mps-uncap,1.3,23.04840087890625,26.497244834899902,63.284993171691895
mig,1.3,32.109975814819336,20.354509353637695,132.98869132995605
