mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,0.03218650817871094,25.861620903015137,0.028371810913085938
mig,0.6,11.765241622924805,7.953405380249023,75.70397853851318
mps-uncap,0.7,5.371689796447754,98.60801696777344,0.026941299438476562
mig,0.7,24.85811710357666,14.797091484069824,90.15607833862305
mps-uncap,0.8,15.459537506103516,4792.79088973999,0.029087066650390625
mig,0.8,35.11619567871094,25.789976119995117,231.2760353088379
mps-uncap,0.9,28.2745361328125,10510.656118392944,0.028133392333984375
mig,0.9,91.50838851928711,61.000823974609375,311.46836280822754
mps-uncap,1.0,61.55991554260254,13806.328773498535,0.028133392333984375
mig,1.0,271.4972496032715,566.8497085571289,2353.618383407593
mps-uncap,1.1,134.99915599822998,17928.53832244873,0.029206275939941406
mig,1.1,3763.3211612701416,3745.856761932373,2730.635166168213
mps-uncap,1.2,6717.820525169373,24172.118186950684,19.728660583496094
mig,1.2,7172.572493553162,6704.698801040649,8846.39596939087
mps-uncap,1.3,6982.1600914001465,28105.130195617676,27.48119831085205
mig,1.3,8383.700609207153,8625.67925453186,8912.529706954956
