mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,40.92116355895996,42.24109649658203,64.38779830932617
mig,0.6,34.57231521606445,21.137237548828125,135.17775535583496
mps-uncap,0.7,44.364380836486816,42.75431632995606,63.74564170837403
mig,0.7,34.56692695617676,21.600961685180664,134.8555088043213
mps-uncap,0.8,46.223044395446784,49.449634552001946,64.24436569213867
mig,0.8,34.452390670776374,21.338748931884766,134.99834537506104
mps-uncap,0.9,43.74380111694337,58.10935497283938,66.35046005249023
mig,0.9,34.3860387802124,21.126341819763184,134.6773624420166
mps-uncap,1.0,47.1214771270752,53.91993522644043,65.07444381713867
mig,1.0,34.33060646057129,21.136140823364258,134.91177558898926
mps-uncap,1.1,47.504639625549316,55.518722534179695,65.5888557434082
mig,1.1,34.297943115234375,21.14710807800293,135.01334190368652
mps-uncap,1.2,48.426151275634766,57.00030326843262,65.56248664855957
mig,1.2,34.2029333114624,21.127700805664062,135.17653942108154
mps-uncap,1.3,46.289920806884766,66.4269208908081,67.27957725524902
mig,1.3,34.3533992767334,20.876264572143555,135.17394065856934
