mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,90.51902770996107,238.787424564361,89.06340599060059
mig,0.6,172.72201061248782,92.9172039031981,453.5786771774291
mps-uncap,0.7,158.09920549392695,597.6961994171141,98.47942352294923
mig,0.7,287.25851058959984,137.38018274307277,745.7375526428226
mps-uncap,0.8,197.5164103508001,6912.282762527466,116.37100219726565
mig,0.8,286.81275844573804,191.80103302001953,1382.1508979797354
mps-uncap,0.9,274.25934791564924,22895.844383239746,145.90924978256226
mig,0.9,649.7288346290588,317.15840101242014,1399.0723419189458
mps-uncap,1.0,477.9993534088135,29182.02981948852,264.8044991493224
mig,1.0,1016.6916847229008,1318.4869384765627,5140.926764011382
mps-uncap,1.1,788.0906009674062,35368.1861114502,120.88999748229975
mig,1.1,6697.13671207428,7567.633838653564,6548.50297689438
mps-uncap,1.2,10141.989529132843,46131.24227762223,265.8442735671997
mig,1.2,13652.89964675903,14225.560779571537,15478.665950298308
mps-uncap,1.3,12855.016803741455,53886.78313970566,262.00205087661743
mig,1.3,15977.121133804321,18379.87237930298,20696.371965408325
