mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,48.20678710937501,65.57251214981078,68.98617744445801
mig,0.6,36.01058959960938,22.690820693969727,136.729474067688
mps-uncap,0.7,51.6520357131958,57.72204399108887,67.64631271362305
mig,0.7,36.38140678405762,22.86678552627564,136.99065685272217
mps-uncap,0.8,51.896531581878676,59.69136238098144,67.80520439147949
mig,0.8,36.123847961425774,22.21487045288086,136.93989038467407
mps-uncap,0.9,49.52408790588379,68.40464353561401,69.3628191947937
mig,0.9,35.9294056892395,22.000863552093502,136.85423851013184
mps-uncap,1.0,52.025747299194336,61.42925262451172,68.19462060928345
mig,1.0,35.86564064025879,21.943731307983402,137.131507396698
mps-uncap,1.1,51.730611324310296,61.504869461059585,68.40499877929688
mig,1.1,35.916590690612786,21.871957778930668,136.97823524475098
mps-uncap,1.2,51.651954650878906,62.06323862075806,68.33338737487793
mig,1.2,35.82875728607177,21.844778060913086,136.85046911239624
mps-uncap,1.3,50.1460075378418,70.13179302215576,70.07479667663574
mig,1.3,35.96027374267578,21.43951416015625,137.05352783203125
