mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,0.6,138.37385177612305,342.0720100402832,133.61072540283203
mig,0.6,230.1614284515381,136.8577480316162,656.6193103790283
mps-uncap,0.7,248.40617179870605,690.5148029327393,161.4689826965332
mig,0.7,380.94019889831543,188.32921981811523,894.758939743042
mps-uncap,0.8,296.8461513519287,7141.6521072387695,152.07386016845703
mig,0.8,423.49863052368164,262.0127201080322,1443.640947341919
mps-uncap,0.9,340.756893157959,23113.47460746765,292.1180725097656
mig,0.9,838.3769989013672,390.31195640563965,1581.7735195159912
mps-uncap,1.0,603.1208038330078,29458.133220672607,324.3739604949951
mig,1.0,1115.044116973877,1403.9256572723389,5378.928422927856
mps-uncap,1.1,867.6035404205322,36064.478397369385,170.62020301818848
mig,1.1,6862.5030517578125,7631.87313079834,6705.106735229492
mps-uncap,1.2,10383.358240127563,46989.84932899475,348.25754165649414
mig,1.2,13903.024196624756,14376.523494720459,15930.808544158936
mps-uncap,1.3,13161.008596420288,54525.713205337524,375.4615783691406
mig,1.3,16179.851531982422,18716.388463974,21089.19382095337
