mode,load,0_inception_v3-4,1_inception_v3-8,2_resnet18-8
mps-uncap,0.8,158.42937469482422,212.28616952896095,40.41632175445556
mps-uncap,0.9,3519.032793045044,2234.3078136444096,176.9811320304871
mps-uncap,1.0,7783.9195346832275,7168.230338096619,6896.777248382568
mps-uncap,0.5,45.995550155639734,35.75743198394771,12.150001525878894
mps-uncap,0.6,58.21616172790531,59.22861576080325,18.364508152008042
mps-uncap,0.7,127.1283149719239,96.55625104904172,24.870376586914073
mps-uncap,0.1,23.025989532470767,22.66533374786378,4.814362525939946
mps-uncap,0.2,22.36477851867676,19.916534423828125,8.238058090209968
mps-uncap,0.3,25.477366447448706,21.182243824005127,8.594989776611326
mps-uncap,0.4,29.534127712249703,23.990201950073235,9.724099636077883
