mode,load,0_inception_v3-4,1_inception_v3-8,2_resnet18-8
mps-uncap,0.8,201.0486125946045,281.17823600769043,70.10221481323242
mps-uncap,0.9,3584.00821685791,2304.520606994629,219.80738639831543
mps-uncap,1.0,7869.670629501343,7314.894914627075,6953.354597091675
mps-uncap,0.5,88.00435066223145,61.269521713256836,24.756669998168945
mps-uncap,0.6,124.07422065734863,103.70612144470215,59.04674530029297
mps-uncap,0.7,167.42753982543945,141.204833984375,43.6091423034668
mps-uncap,0.1,50.756216049194336,58.75039100646973,13.788938522338867
mps-uncap,0.2,45.57538032531738,40.43149948120117,18.486738204956055
mps-uncap,0.3,48.09737205505371,41.44120216369629,18.793106079101562
mps-uncap,0.4,58.150291442871094,46.448469161987305,22.057771682739258
