mode,load,0_inception_v3-4,1_inception_v3-8,2_resnet18-8
mps-uncap,0.8,34.267425537109375,60.312509536743164,8.249759674072266
mps-uncap,0.9,1590.0211334228516,1262.0582580566406,72.6320743560791
mps-uncap,1.0,4179.88657951355,3865.8885955810547,3314.2462968826294
mps-uncap,0.5,4.094362258911133,3.158450126647949,0.7371902465820312
mps-uncap,0.6,6.589412689208984,7.206201553344727,1.6928911209106445
mps-uncap,0.7,13.616085052490234,16.061902046203613,3.2656192779541016
mps-uncap,0.1,0.03147125244140625,0.030517578125,0.028848648071289062
mps-uncap,0.2,0.028371810913085938,0.028371810913085938,0.027418136596679688
mps-uncap,0.3,0.028848648071289062,0.026702880859375,0.025272369384765625
mps-uncap,0.4,0.2321004867553711,0.028133392333984375,0.025987625122070312
