mode,load,0_inception_v3-4,1_inception_v3-8,2_resnet18-8
mps-uncap,0.8,9.198713302612305,10.752272605895996,3.6466121673583984
mps-uncap,0.9,9.295225143432617,9.39798355102539,3.205537796020508
mps-uncap,1.0,8.951902389526367,8.934497833251953,3.1931400299072266
mps-uncap,0.5,10.024166107177734,9.620332717895508,3.742218017578125
mps-uncap,0.6,9.361696243286133,10.664558410644531,3.729581832885742
mps-uncap,0.7,9.23776626586914,10.7008695602417,3.728199005126953
mps-uncap,0.1,19.701242446899414,19.690513610839844,4.589366912841797
mps-uncap,0.2,15.552806854248049,15.821576118469238,4.5032501220703125
mps-uncap,0.3,11.808490753173828,11.588501930236818,4.289507865905762
mps-uncap,0.4,10.503292083740234,10.501813888549805,3.7518262863159184
