mode,load,0_resnet101-4,1_resnet34-8,2_vgg11-32
mps-uncap,0.8,85.69627390054556,346.83676397557355,2154.3837028104545
mps-uncap,0.9,92.0343610635409,400.10781537404114,2388.8788112378484
mps-uncap,1.0,108.59982036228072,444.9419612160073,2379.4886147827506
mps-uncap,0.5,52.558470994340716,226.83379693667226,1335.8385211428608
mps-uncap,0.6,64.57153640064963,262.03585930689155,1576.5334412477837
mps-uncap,0.7,74.73291747316611,296.0540535257913,1870.3154579990328
mps-uncap,0.1,11.020024029808873,40.11068369222971,272.95057344414766
mps-uncap,0.2,21.01849898907694,83.81726965149788,514.2078793214843
mps-uncap,0.3,31.19946907001295,135.12464737551468,760.4683733578535
mps-uncap,0.4,42.11128400264021,176.2318705039705,1026.47179624563
