mode,load,0_resnet101-4,1_resnet34-8,2_vgg11-32
mps-uncap,0.8,24.990558624267578,15.349507331848145,12.884378433227539
mps-uncap,0.9,27.764439582824707,16.51942729949951,13.266205787658691
mps-uncap,1.0,34.62362289428711,15.227913856506348,13.413548469543457
mps-uncap,0.5,15.839099884033203,7.318019866943359,11.963844299316406
mps-uncap,0.6,17.098426818847656,9.589195251464844,12.214422225952148
mps-uncap,0.7,19.628286361694336,13.445377349853516,12.406110763549805
mps-uncap,0.1,20.40886878967285,7.990360260009766,13.573169708251953
mps-uncap,0.2,19.18661594390869,7.843255996704102,13.12267780303955
mps-uncap,0.3,17.044544219970703,7.646679878234863,11.918425559997559
mps-uncap,0.4,15.897274017333984,7.6141357421875,11.867284774780273
